strain,accession,subtype,date,host,country,region,species,broad,order
#A_Equine_Sweden_SVA111208SZ0077VIR167906_2011|2011-12-07,EPI620258,H3N8,2011-12-07,Equine,Sweden,Europe,Equine,equine,Equine
A/Albany/3/1970|1970-01-01,CY022946,H3N2,1970-01-01,Human,Usa,North America,Human,human,Human
A/Albany/4/1969|1969-01-01,CY021837,H3N2,1969-01-01,Human,Usa,North America,Human,human,Human
A/Albany/4/1977|1977-01-01,CY021101,H3N2,1977-01-01,Human,Usa,North America,Human,human,Human
A/Albany/42/1975|1975-01-01,CY021077,H3N2,1975-01-01,Human,Usa,North America,Human,human,Human
A/Albany/6/1968|1968-01-01,CY022085,H3N2,1968-01-01,Human,Usa,North America,Human,human,Human
A/Albany/6/1970|1970-01-01,CY021117,H3N2,1970-01-01,Human,Usa,North America,Human,human,Human
A/Alchi/2/1968|1968-01-01,KX879573,H3N2,1968-01-01,Human,Japan,Japan Korea,Human,human,Human
A/American_black_duck/Alberta/284/2016|2016-08-28,MG599652,H3N8,2016-08-28,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/Alberta/96/2016|2016-08-11,MF613845,H3N6,2016-08-11,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/Maine/44411/532/2008|2008-01-01,KP636478,H3N8,2008-01-01,Avian,Usa,North America,American Black Duck,duck,Anseriformes
A/American_Black_Duck/Maine/A00090256/2007|2007-09-25,MN210123,H3N2,2007-09-25,Avian,Usa,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/Maine/ME-Y17-170/2017|2017-08-29,EPI1774726,H3N8,2017-08-29,Avian,Usa,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/Maine/UGAI15-7694/2015|2015-08-26,EPI1774766,H3N2,2015-08-26,Avian,Usa,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/Maine/UGAI15-7795/2015|2015-09-28,EPI1774774,H3N2,2015-09-28,Avian,Usa,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/Maine/UGAI16-5397/2016|2016-08-19,EPI1774782,H3N8,2016-08-19,Avian,Usa,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/Maine/UGAI16-5433/2016|2016-09-13,EPI1774798,H3N8,2016-09-13,Avian,Usa,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Brunswick/00322/2010|2010-08-08,EPI434273,H3N8,2010-08-08,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Brunswick/00424/2010|2010-08-10,EPI434483,H3N8,2010-08-10,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Brunswick/00425/2010|2010-08-10,EPI434635,H3N8,2010-08-10,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Brunswick/00454/2010|2010-08-11,EPI434636,H3N8,2010-08-11,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Brunswick/00467/2010|2010-08-12,EPI434637,H3N8,2010-08-12,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Brunswick/00484/2010|2010-08-12,EPI434744,H3N8,2010-08-12,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Brunswick/00485/2010|2010-08-12,EPI434745,H3N8,2010-08-12,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Brunswick/00500/2010|2010-08-12,EPI434776,H3N8,2010-08-12,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Brunswick/00522/2010|2010-08-13,EPI434867,H3N8,2010-08-13,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Brunswick/00525/2010|2010-08-13,EPI433637,H3N8,2010-08-13,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Brunswick/00558/2010|2010-08-14,EPI434869,H3N8,2010-08-14,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Brunswick/00608/2010|2010-08-16,CY139107,H3N8,2010-08-16,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Brunswick/00614/2010|2010-08-16,CY139132,H3N8,2010-08-16,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Brunswick/00616/2010|2010-08-16,CY139148,H3N8,2010-08-16,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Brunswick/00618/2010|2010-08-16,CY139165,H3N6,2010-08-16,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Brunswick/00619/2010|2010-08-16,CY139173,H3N6,2010-08-16,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Brunswick/00620/2010|2010-08-16,CY139181,H3N6,2010-08-16,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Brunswick/00622/2010|2010-08-16,CY139199,H3N6,2010-08-16,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Brunswick/00624/2010|2010-08-16,CY139215,H3N6,2010-08-16,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Brunswick/00687/2010|2010-08-09,CY139239,H3N8,2010-08-09,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Brunswick/00953/2010|2010-09-15,CY139459,H3N8,2010-09-15,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Brunswick/02491/2007|2007-09-17,EPI404766,H3N8,2007-09-17,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Brunswick/02496/2007|2007-09-18,CY129310,H3N8,2007-09-18,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Brunswick/02497/2007|2007-09-18,CY129253,H3N8,2007-09-18,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Brunswick/02502/2007|2007-09-18,CY129294,H3N8,2007-09-18,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Brunswick/02507/2007|2007-09-18,CY129205,H3N8,2007-09-18,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Brunswick/02525/2007|2007-09-24,EPI405265,H3N8,2007-09-24,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Brunswick/02549/2007|2007-09-26,CY128668,H3N8,2007-09-26,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Brunswick/02629/2007|2007-09-22,EPI404675,H3N8,2007-09-22,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Brunswick/02649/2007|2007-09-24,CY129094,H3N6,2007-09-24,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Brunswick/02650/2007|2007-09-24,EPI404691,H3N2,2007-09-24,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Brunswick/02651/2007|2007-09-24,EPI405096,H3N2,2007-09-24,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Brunswick/02656/2007|2007-09-24,EPI404847,H3N8,2007-09-24,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Brunswick/02725/2007|2007-09-19,EPI404690,H3N8,2007-09-19,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Brunswick/02749/2007|2007-09-04,EPI405213,H3N8,2007-09-04,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Brunswick/03395/2009|2009-08-09,EPI404643,H3N8,2009-08-09,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Brunswick/03398/2009|2009-08-09,EPI404598,H3N8,2009-08-09,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Brunswick/03408/2009|2009-08-10,EPI404642,H3N8,2009-08-10,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Brunswick/03451/2009|2009-08-12,EPI404552,H3N9,2009-08-12,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Brunswick/03495/2009|2009-09-09,CY129030,H3N8,2009-09-09,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Brunswick/03509/2009|2009-09-10,EPI404644,H3N8,2009-09-10,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Brunswick/04484/2007|2007-09-04,EPI405118,H3N8,2007-09-04,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Brunswick/19350/2006|2006-09-14,CY095418,H3N8,2006-09-14,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Brunswick/25182/2007|2007-09-21,EPI221377,H3N6,2007-09-21,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/New_Hampshire/23-031358-001-original/2023|2023-10-05,EPI3509559,H3N1,2023-10-05,Avian,Usa,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/Newfoundland/732/2008|2008-09-15,KC492247,H3N8,2008-09-15,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/Newfoundland/734/2008|2008-09-19,KC492254,H3N8,2008-09-19,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/Newfoundland/GR252/2011|2011-08-31,KC492382,H3N2,2011-08-31,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/Newfoundland/GR256/2011|2011-08-31,KC492390,H3N2,2011-08-31,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/Newfoundland/GR396/2011|2011-09-12,KC492398,H3N2,2011-09-12,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/Newfoundland/GR490/2011|2011-09-14,KC492414,H3N2,2011-09-14,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/Newfoundland/GR679/2011|2011-10-12,KC492422,H3N2,2011-10-12,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/Newfoundland/MW662/2010|2010-09-17,KC492334,H3N6,2010-09-17,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/Newfoundland_and_Labrador/26516/2007|2007-09-26,CY095490,H3N2,2007-09-26,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/Newfoundland_and_Labrador/26553/2007|2007-09-26,CY095498,H3N2,2007-09-26,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/North_Carolina/1321373/2004|2004-12-22,CY144571,H3N2,2004-12-22,Avian,Usa,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/North_Carolina/675-075/2004|2004-01-01,EPI229503,H3N2,2004-01-01,Avian,Usa,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/Nova_Scotia/02213/2007|2007-01-01,CY128878,H3N8,2007-01-01,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/Nova_Scotia/03273/2009|2009-08-06,EPI391964,H3N8,2009-08-06,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/Ohio/12OS5510/2012|2012-11-16,EPI616023,H3N8,2012-11-16,Avian,Usa,North America,American Black Duck,duck,Anseriformes
A/American_Black_Duck/Ohio/17OS1914/2017|2017-08-03,EPI1831503,H3N8,2017-08-03,Avian,Usa,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/Prince_Edward_Island/00672/2010|2010-08-04,CY139223,H3N8,2010-08-04,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/Prince_Edward_Island/00673/2010|2010-08-04,CY139231,H3N8,2010-08-04,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/Prince_Edward_Island/00788/2010|2010-08-25,CY139279,H3N8,2010-08-25,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/Prince_Edward_Island/14228/2006|2006-08-15,CY095450,H3N8,2006-08-15,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/Prince_Edward_Island/14230/2006|2006-08-15,CY095458,H3N8,2006-08-15,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/Quebec/11235/2006|2006-08-24,EPI224531,H3N2,2006-08-24,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/St._John's/732/2008|2008-09-15,EPI420419,H3N8,2008-09-15,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/St._John's/734/2008|2008-09-19,EPI420425,H3N8,2008-09-19,Avian,Canada,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/Washington/699/1978|1978-01-01,EPI240855,H3N8,1978-01-01,Avian,Usa,North America,American Black Duck,duck,Anseriformes
A/American_black_duck/Western_Australia/699/1978|1978-01-01,GU052299,H3N8,1978-01-01,Avian,Australia,Oceania,American Black Duck,duck,Anseriformes
A/American_coot/Oregon/20589-007/2007|2007-12-17,CY076165,H3N8,2007-12-17,Avian,Usa,North America,American Coot,coot,Neoave
A/American_Green-winged_Teal/17OS4133/2017|2017-10-14,EPI1831365,H3N6,2017-10-14,Avian,Usa,North America,Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Alaska/103773/2008|2008-09-20,KX714370,H3N8,2008-09-20,Avian,Usa,North America,American Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Alaska/103781/2008|2008-09-13,KX714386,H3N6,2008-09-13,Avian,Usa,North America,American Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Alaska/103885/2008|2008-09-13,KX714394,H3N6,2008-09-13,Avian,Usa,North America,American Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Alaska/133672/2009|2009-08-13,KX714402,H3N8,2009-08-13,Avian,Usa,North America,American Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Alaska/133766/2009|2009-08-14,KX714410,H3N8,2009-08-14,Avian,Usa,North America,American Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Alaska/137886/2009|2009-09-27,KX714434,H3N8,2009-09-27,Avian,Usa,North America,American Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Alaska/137896/2009|2009-09-27,KX714442,H3N8,2009-09-27,Avian,Usa,North America,American Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Alaska/137916/2009|2009-09-18,KX714450,H3N8,2009-09-18,Avian,Usa,North America,American Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Alaska/14164/2006|2006-08-16,KX714322,H3N6,2006-08-16,Avian,Usa,North America,American Green-winged Teal,duck,Anseriformes
A/American_Green-Winged_Teal/Alaska/19TL00145/2019|2019-08-11,EPI1894633,H3N8,2019-08-11,Avian,Usa,North America,Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Alaska/306/2014|2014-09-11,KT338349,H3N3,2014-09-11,Avian,Usa,North America,American Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Alaska/44155-169/2006|2006-08-12,JX080722,H3N8,2006-08-12,Avian,Usa,North America,American Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Alaska/44419-209/2008|2008-08-14,EPI442036,H3N6,2008-08-14,Avian,Usa,North America,Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Alaska/44419-233/2008|2008-08-10,EPI442037,H3N6,2008-08-10,Avian,Usa,North America,Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Alaska/44419-342/2008|2008-08-14,JX080732,H3N8,2008-08-14,Avian,Usa,North America,American Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Alaska/44493-527/2009|2009-08-16,JX080733,H3N8,2009-08-16,Avian,Usa,North America,American Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Alaska/44493-579/2009|2009-08-10,JX080734,H3N8,2009-08-10,Avian,Usa,North America,American Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Alaska/44493-588/2009|2009-08-15,EPI442043,H3N8,2009-08-15,Avian,Usa,North America,Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Alaska/45497/2007|2007-08-06,KX714346,H3N8,2007-08-06,Avian,Usa,North America,American Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Alaska/478/2014|2014-10-02,KT338420,H3N1,2014-10-02,Avian,Usa,North America,American Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Alaska/524/2014|2014-10-10,KT338452,H3N8,2014-10-10,Avian,Usa,North America,American Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Alaska/98313/2008|2008-09-13,KX714362,H3N8,2008-09-13,Avian,Usa,North America,American Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Idaho/AH0011443/2015|2015-08-23,KY551331,H3N8,2015-08-23,Avian,Usa,North America,American Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Illinois/11OS4814/2011|2011-10-22,CY166386,H3N8,2011-10-22,Avian,Usa,North America,American Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Illinois/12OS5103/2012|2012-10-20,CY186675,H3N8,2012-10-20,Avian,Usa,North America,American Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Interior_Alaska/10BM04207R0/2010|2010-07-13,CY130469,H3N6,2010-07-13,Avian,Usa,North America,American Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Interior_Alaska/10BM05376R0/2010|2010-07-25,EPI436577,H3N8,2010-07-25,Avian,Usa,North America,Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Interior_Alaska/10BM07573R0/2010|2010-08-02,EPI453362,H3N8,2010-08-02,Avian,Usa,North America,Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Interior_Alaska/10BM07649R0/2010|2010-08-02,EPI453376,H3N8,2010-08-02,Avian,Usa,North America,Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Interior_Alaska/10BM07917R0/2010|2010-08-03,EPI453397,H3N8,2010-08-03,Avian,Usa,North America,Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Interior_Alaska/10BM08134R0/2010|2010-08-04,EPI453418,H3N8,2010-08-04,Avian,Usa,North America,Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Interior_Alaska/10BM08222R0/2010|2010-08-04,CY143556,H3N8,2010-08-04,Avian,Usa,North America,American Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Interior_Alaska/10BM08228R0/2010|2010-08-04,EPI453670,H3N8,2010-08-04,Avian,Usa,North America,Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Interior_Alaska/10BM08422R0/2010|2010-08-04,CY143580,H3N8,2010-08-04,Avian,Usa,North America,American Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Interior_Alaska/11BM03657/2011|2011-09-01,EPI699649,H3N8,2011-09-01,Avian,Usa,North America,Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Interior_Alaska/11BM03661/2011|2011-09-01,EPI699656,H3N8,2011-09-01,Avian,Usa,North America,Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Interior_Alaska/11BM03897/2011|2011-09-04,EPI699723,H3N8,2011-09-04,Avian,Usa,North America,Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Interior_Alaska/11BM03899/2011|2011-09-04,EPI699730,H3N8,2011-09-04,Avian,Usa,North America,Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Interior_Alaska/11CH00044/2011|2011-09-10,EPI700059,H3N8,2011-09-10,Avian,Usa,North America,Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Interior_Alaska/11ML00038/2011|2011-09-09,EPI700463,H3N8,2011-09-09,Avian,Usa,North America,Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Interior_Alaska/3/2007|2007-10-17,EPI221412,H3N8,2007-10-17,Avian,Usa,North America,Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Interior_Alaska/4/2007|2007-09-07,EPI221420,H3N8,2007-09-07,Avian,Usa,North America,Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Interior_Alaska/7MP1049/2007|2007-09-10,EPI296979,H3N8,2007-09-10,Avian,Usa,North America,Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Interior_Alaska/7MP1651/2007|2007-09-02,EPI296858,H3N8,2007-09-02,Avian,Usa,North America,Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Interior_Alaska/7MP2225/2007|2007-09-16,CY047027,H3N8,2007-09-16,Avian,Usa,North America,American Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Interior_Alaska/9BM12318R0/2009|2009-09-02,EPI453037,H3N8,2009-09-02,Avian,Usa,North America,Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Interior_Alaska/9BM12356R0/2009|2009-09-02,EPI453058,H3N8,2009-09-02,Avian,Usa,North America,Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Interior_Alaska/9BM12714R1/2009|2009-09-06,EPI453327,H3N8,2009-09-06,Avian,Usa,North America,Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Interior_Alaska/9BM6410R0/2009|2009-08-03,EPI452560,H3N8,2009-08-03,Avian,Usa,North America,Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Mississippi/15OS7984/2015|2015-12-22,KY561282,H3N8,2015-12-22,Avian,Usa,North America,American Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Mississippi/285/2010|2010-01-14,CY097678,H3N8,2010-01-14,Avian,Usa,North America,American Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Missouri/15OS4838/2015|2015-09-12,KY583874,H3N8,2015-09-12,Avian,Usa,North America,American Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Missouri/17OS3186/2017|2017-09-09,EPI1537604,H3N8,2017-09-09,Avian,Usa,North America,Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Missouri/17OS3188/2017|2017-09-09,MK237441,H3N8,2017-09-09,Avian,Usa,North America,American Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Missouri/17OS3212/2017|2017-09-09,EPI1537235,H3N8,2017-09-09,Avian,Usa,North America,Green-winged Teal,duck,Anseriformes
A/American_Green-winged_Teal/Missouri/17OS3221/2017|2017-09-09,EPI1831341,H3N8,2017-09-09,Avian,Usa,North America,Green-winged Teal,duck,Anseriformes
A/American_Green-winged_Teal/Montana/A-AGWT-MT-A00721270-2009|2009-10-03,PP212831,H3N8,2009-10-03,Avian,Usa,North America,American Green-winged Teal,duck,Anseriformes
A/American_Green-winged_Teal/North_Carolina/A-AGWT-NC-A00750823-2009|2009-12-23,PP212830,H3N8,2009-12-23,Avian,Usa,North America,American Green-winged Teal,duck,Anseriformes
A/American_Green-winged_Teal/North_Dakota/AH0003568S.4.A/2015|2015-01-01,MN253561,H3N8,2015-01-01,Avian,Usa,North America,American Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Ohio/13OS1778/2013|2013-09-14,KJ568257,H3N2,2013-09-14,Avian,Usa,North America,American Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Ohio/13OS1844/2013|2013-09-07,KJ568249,H3N8,2013-09-07,Avian,Usa,North America,American Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Ohio/13OS1861/2013|2013-09-08,KJ568161,H3N8,2013-09-08,Avian,Usa,North America,American Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Ohio/13OS1867/2013|2013-09-08,KJ568281,H3N2,2013-09-08,Avian,Usa,North America,American Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Ohio/13OS2056/2013|2013-09-21,KJ568065,H3N2,2013-09-21,Avian,Usa,North America,American Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Ohio/13OS2106/2013|2013-09-22,KJ568097,H3N8,2013-09-22,Avian,Usa,North America,American Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Ohio/13OS2108/2013|2013-09-22,KJ568361,H3N8,2013-09-22,Avian,Usa,North America,American Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Ohio/15OS3625/2015|2015-09-05,KY583920,H3N1,2015-09-05,Avian,Usa,North America,American Green-winged Teal,duck,Anseriformes
A/American_Green-winged_Teal/Ohio/17OS2904/2017|2017-09-02,EPI1537132,H3N8,2017-09-02,Avian,Usa,North America,Green-winged Teal,duck,Anseriformes
A/American_Green-winged_Teal/Ohio/17OS2916/2017|2017-09-02,EPI1831231,H3N8,2017-09-02,Avian,Usa,North America,Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Ohio/17OS2919/2017|2017-09-02,MK237128,H3N8,2017-09-02,Avian,Usa,North America,American Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Oregon/44336-124/2007|2007-08-16,EPI290773,H3N8,2007-08-16,Avian,Usa,North America,Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Oregon/44336-183/2007|2007-09-10,EPI292478,H3N8,2007-09-10,Avian,Usa,North America,Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Texas/AI09-4396/2009|2009-09-19,CY140953,H3N9,2009-09-19,Avian,Usa,North America,American Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Texas/AI09-6046/2009|2009-12-13,EPI447973,H3N8,2009-12-13,Avian,Usa,North America,Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Wisconsin/08OS2270/2008|2008-10-19,CY079420,H3N8,2008-10-19,Avian,Usa,North America,American Green-winged Teal,duck,Anseriformes
A/American_green-winged_teal/Wisconsin/08OS2291/2008|2008-10-20,CY079428,H3N2,2008-10-20,Avian,Usa,North America,American Green-winged Teal,duck,Anseriformes
